,Day,Platform,Campaign Name,Campaign Type,Impressions,Clicks,Conversions,Revenue,Spend,Region,AdCreative,CTR,CPA,CPC,CPM
31,01/01/23,SnapChat,SnapChat-Prospecting,Prospecting,30045,1152,25,"$5,717.10",3344.27,East of England,CreativeB,3.834248627059411,133.7708,2.903012152777778,111.3087036112498
32,01/01/23,SnapChat,SnapChat-Prospecting,Prospecting,33937,2969,54,"$1,219.32",596.23,Yorkshire and the Humber,CreativeA,8.748563514747914,11.041296296296297,0.20081845739306164,17.56873029436898
33,01/01/23,Facebook,Facebook-Retargeting,Retargeting,4762,1485,220,"$11,284.85",2718.3,Wales,CreativeC,31.18437631247375,12.355909090909092,1.8305050505050506,570.8315833683326
34,01/01/23,TikTok,TikTok-Retargeting,Retargeting,81736,2299,50,"$1,764.13",5919.09,South East,CreativeA,2.8127141039444066,118.3818,2.5746367986080907,72.4171723597925
35,01/01/23,YouTube,YouTube-Prospecting,Prospecting,77773,229,25,"$1,027.64",2217.59,Northern Ireland,CreativeC,0.2944466588661875,88.70360000000001,9.683799126637556,28.513622979697324
36,01/01/23,TikTok,TikTok-Retargeting,Retargeting,26503,700,69,"$11,503.58",2906.22,London,CreativeC,2.6412104290080367,42.119130434782605,4.151742857142857,109.65626532845337
37,01/01/23,YouTube,YouTube-Prospecting,Prospecting,32771,3086,50,"$9,838.18",1478.44,North West,CreativeC,9.41686246986665,29.5688,0.4790797148412184,45.11427786762687
38,01/01/23,Facebook,Facebook-Prospecting,Prospecting,42040,1337,182,"$3,581.44",4749.8,Northern Ireland,CreativeB,3.1803044719314935,26.0978021978022,3.5525804038893045,112.98287345385349
39,01/01/23,Instagram,Instagram-Retargeting,Retargeting,67654,983,10,"$10,136.35",4130.9,London,CreativeB,1.4529813462618617,413.09,4.20233977619532,61.059213054660475
40,01/01/23,SnapChat,SnapChat-Retargeting,Retargeting,61485,3414,12,"$13,075.18",700.44,North West,CreativeA,5.552573798487436,58.370000000000005,0.2051669595782074,11.392046840692853
41,01/01/23,Facebook,Facebook-Retargeting,Retargeting,47790,784,244,"$3,820.08",4844.53,North West,CreativeB,1.6405105670642395,19.85463114754098,6.179247448979591,101.37120736555764
42,01/01/23,SnapChat,SnapChat-Retargeting,Retargeting,76036,3261,60,"$7,170.67",450.84,East of England,CreativeA,4.288757956757325,7.513999999999999,0.1382520699172033,5.9292966489557575
43,01/01/23,Instagram,Instagram-Prospecting,Prospecting,74172,7,176,"$8,330.09",1360.11,Wales,CreativeC,0.009437523593808984,7.727897727272727,194.30142857142854,18.33724316453648
44,01/01/23,Instagram,Instagram-Retargeting,Retargeting,97621,2251,144,"$15,016.17",1696.61,North East,CreativeA,2.305856321897952,11.782013888888889,0.7537139049311417,17.37955972587865
45,01/01/23,Facebook,Facebook-Prospecting,Prospecting,58314,198,230,"$12,887.81",5702.38,North West,CreativeB,0.33954110505196006,24.792956521739132,28.799898989898992,97.78749528415132
46,01/01/23,Instagram,Instagram-Prospecting,Prospecting,25283,666,220,"$7,799.74",4282.89,East of England,CreativeA,2.634181070284381,19.46768181818182,6.430765765765766,169.39801447613024
47,01/01/23,YouTube,YouTube-Retargeting,Retargeting,15695,1694,22,"$8,830.21",2628.42,Yorkshire and the Humber,CreativeA,10.793246256769672,119.47363636363637,1.5516056670602125,167.4686205798025
48,01/01/23,Instagram,Instagram-Prospecting,Prospecting,65353,1649,45,"$8,045.54",350.22,London,CreativeA,2.5232200511070646,7.7826666666666675,0.21238326258338389,5.358897066699311
49,01/01/23,SnapChat,SnapChat-Retargeting,Retargeting,23961,3159,19,"$3,166.46",552.2,Northern Ireland,CreativeB,13.183923876298987,29.063157894736843,0.17480215257993037,23.045782730270023
50,01/01/23,SnapChat,SnapChat-Retargeting,Retargeting,2643,481,46,"$3,348.94",707.24,East Midlands,CreativeC,18.199016269390846,15.374782608695652,1.4703534303534305,267.58986000756715
51,01/01/23,SnapChat,SnapChat-Prospecting,Prospecting,32260,1472,44,"$7,839.05",1063.61,Scotland,CreativeA,4.562926224426534,24.172954545454544,0.7225611413043478,32.96993180409175
52,01/01/23,SnapChat,SnapChat-Prospecting,Prospecting,75703,1785,29,"$12,523.99",2863.64,Wales,CreativeA,2.357898630173177,98.74620689655173,1.6042801120448178,37.82729878604547
53,01/01/23,YouTube,YouTube-Prospecting,Prospecting,9862,3355,65,"$10,586.36",4036.88,West Midlands,CreativeA,34.01946866761306,62.10584615384616,1.2032429210134128,409.3368485094301
54,01/01/23,TikTok,TikTok-Retargeting,Retargeting,61438,622,71,$795.53,3826.54,Scotland,CreativeC,1.0124027474852697,53.89492957746479,6.151993569131832,62.282951919007786
55,01/01/23,Facebook,Facebook-Retargeting,Retargeting,9944,1078,14,"$4,499.37",3386.48,East of England,CreativeB,10.84070796460177,241.89142857142858,3.141447124304267,340.55510860820596
56,01/01/23,SnapChat,SnapChat-Prospecting,Prospecting,38519,2697,35,"$12,197.37",5783.88,Scotland,CreativeB,7.001739401334406,165.2537142857143,2.1445606229143492,150.15654612009658
57,01/01/23,Instagram,Instagram-Retargeting,Retargeting,41575,334,24,"$11,678.93",6329.14,North West,CreativeB,0.8033674082982561,263.7141666666667,18.949520958083834,152.23427540589296
58,01/01/23,SnapChat,SnapChat-Retargeting,Retargeting,32914,1030,88,"$6,272.28",3431.05,North East,CreativeC,3.129367442425716,38.98920454545455,3.331116504854369,104.24287537218206
59,01/01/23,Instagram,Instagram-Prospecting,Prospecting,15052,2396,216,"$12,852.58",2931.58,East Midlands,CreativeC,15.918150411905394,13.572129629629629,1.2235308848080133,194.76348657985648
60,01/01/23,Instagram,Instagram-Retargeting,Retargeting,60779,1376,137,"$2,738.51",416.91,Wales,CreativeB,2.2639398476447457,3.043138686131387,0.30298691860465116,6.85944158344165
61,02/01/23,Instagram,Instagram-Prospecting,Prospecting,3056,158,252,"$15,021.77",1102.01,North East,CreativeB,5.170157068062827,4.373055555555555,6.974746835443038,360.6053664921466
62,02/01/23,Facebook,Facebook-Prospecting,Prospecting,40491,198,233,"$14,308.31",2187.76,North East,CreativeA,0.4889975550122249,9.389527896995709,11.04929292929293,54.03077227038108
63,02/01/23,TikTok,TikTok-Retargeting,Retargeting,51173,2223,47,"$4,549.58",3967.9,Northern Ireland,CreativeB,4.3440877024993645,84.42340425531916,1.7849302744039586,77.53893654857053
64,02/01/23,TikTok,TikTok-Retargeting,Retargeting,49911,252,74,"$1,431.33",1193.59,South West,CreativeA,0.5048987197211036,16.129594594594593,4.736468253968254,23.91436757428222
65,02/01/23,Facebook,Facebook-Retargeting,Retargeting,79854,1531,73,"$13,517.68",5746.31,Wales,CreativeA,1.917248979387382,78.71657534246576,3.7533050293925543,71.96020236932402
66,02/01/23,YouTube,YouTube-Retargeting,Retargeting,80086,310,13,"$9,628.96",2419.42,South East,CreativeC,0.3870838848238144,186.10923076923078,7.80458064516129,30.21027395549784
67,02/01/23,Facebook,Facebook-Retargeting,Retargeting,4939,1410,105,"$6,352.28",1037.82,South West,CreativeA,28.548289127353716,9.883999999999999,0.7360425531914894,210.12755618546265
68,02/01/23,Instagram,Instagram-Retargeting,Retargeting,25424,2045,204,"$4,275.10",2275.87,West Midlands,CreativeC,8.043580868470736,11.156225490196078,1.1128948655256723,89.5165984896161
69,02/01/23,Facebook,Facebook-Prospecting,Prospecting,49625,1465,112,"$1,150.02",3046.74,Yorkshire and the Humber,CreativeB,2.952141057934509,27.20303571428571,2.0796860068259386,61.3952644836272
70,02/01/23,TikTok,TikTok-Retargeting,Retargeting,4444,704,56,"$6,616.90",2031.12,Yorkshire and the Humber,CreativeC,15.841584158415841,36.269999999999996,2.885113636363636,457.047704770477
71,02/01/23,Facebook,Facebook-Prospecting,Prospecting,49466,1711,57,"$10,827.75",204.97,East Midlands,CreativeC,3.4589414951683985,3.5959649122807016,0.11979544126241963,4.143654227145919
72,02/01/23,YouTube,YouTube-Prospecting,Prospecting,2471,423,32,"$5,480.08",6536.87,North East,CreativeA,17.118575475515986,204.2771875,15.453593380614658,2645.435046539862
73,02/01/23,SnapChat,SnapChat-Retargeting,Retargeting,63971,1831,194,"$7,871.46",2912.2,West Midlands,CreativeA,2.8622344499851495,15.011340206185565,1.5904969961769524,45.52375295055572
74,02/01/23,Facebook,Facebook-Prospecting,Prospecting,14177,1676,30,"$8,471.25",1327.82,East of England,CreativeB,11.821965154828243,44.260666666666665,0.792255369928401,93.66015377019116
75,02/01/23,YouTube,YouTube-Retargeting,Retargeting,73587,3668,178,"$1,800.65",7242.62,South West,CreativeC,4.984576080014133,40.68887640449438,1.9745419847328245,98.42254746082868
76,02/01/23,YouTube,YouTube-Prospecting,Prospecting,65305,3418,135,"$3,271.06",803.15,Northern Ireland,CreativeA,5.233902457698491,5.949259259259259,0.23497659449970743,12.298445754536406
77,02/01/23,TikTok,TikTok-Retargeting,Retargeting,7600,2499,140,"$8,630.53",3544.01,East of England,CreativeA,32.881578947368425,25.314357142857144,1.418171268507403,466.31710526315794
78,02/01/23,YouTube,YouTube-Prospecting,Prospecting,94193,370,58,"$2,018.80",2190.99,London,CreativeA,0.3928105060885628,37.77568965517241,5.921594594594594,23.260645695540006
79,02/01/23,YouTube,YouTube-Retargeting,Retargeting,96335,584,11,"$10,469.33",6163.44,West Midlands,CreativeC,0.606217885503711,560.3127272727272,10.553835616438356,63.97923911351014
80,02/01/23,YouTube,YouTube-Prospecting,Prospecting,68928,3273,85,"$4,655.12",3312.21,East Midlands,CreativeA,4.748433147632312,38.967176470588235,1.0119798350137488,48.05318593314763
81,02/01/23,YouTube,YouTube-Retargeting,Retargeting,16729,2162,30,"$5,637.39",140.36,East Midlands,CreativeA,12.923665491063424,4.678666666666667,0.0649213691026827,8.390220575049316
82,02/01/23,Instagram,Instagram-Prospecting,Prospecting,41693,2400,39,"$1,726.47",2229.22,Scotland,CreativeC,5.756361979229127,57.15948717948717,0.9288416666666666,53.46748854723814
83,02/01/23,Instagram,Instagram-Prospecting,Prospecting,66156,2375,11,"$6,002.89",3068.78,South East,CreativeA,3.5899993953685225,278.98,1.2921178947368421,46.38702460850112
84,02/01/23,TikTok,TikTok-Prospecting,Prospecting,86621,2605,15,"$9,687.31",473.6,South West,CreativeA,3.0073538749264035,31.573333333333334,0.1818042226487524,5.467496334607081
85,02/01/23,Facebook,Facebook-Retargeting,Retargeting,30269,1250,8,"$3,881.77",2598.79,Scotland,CreativeC,4.1296375830057155,324.84875,2.0790319999999998,85.85648683471538
86,02/01/23,YouTube,YouTube-Retargeting,Retargeting,76431,2369,13,"$4,893.40",227.98,Scotland,CreativeC,3.0995276785597468,17.536923076923078,0.09623469818488814,2.982821106619042
87,02/01/23,Facebook,Facebook-Retargeting,Retargeting,14604,82,10,"$11,433.87",3405.96,Wales,CreativeB,0.5614900027389756,340.596,41.53609756097561,233.22103533278553
88,02/01/23,Facebook,Facebook-Retargeting,Retargeting,55956,110,34,"$4,137.90",3508.86,Northern Ireland,CreativeC,0.19658302952319678,103.20176470588235,31.898727272727275,62.70748445206949
89,02/01/23,TikTok,TikTok-Retargeting,Retargeting,12370,461,27,"$11,343.88",3449.2,North West,CreativeA,3.7267582861762327,127.74814814814815,7.481995661605206,278.8358932902182
90,02/01/23,YouTube,YouTube-Prospecting,Prospecting,68085,2902,54,"$4,580.35",1394.61,South West,CreativeA,4.262319159873687,25.82611111111111,0.48056857339765674,20.48336638025997
91,02/01/23,YouTube,YouTube-Retargeting,Retargeting,81621,3961,14,"$9,553.37",1537.04,West Midlands,CreativeC,4.852917754009385,109.78857142857143,0.38804342337793485,18.831428186373603
92,02/01/23,SnapChat,SnapChat-Retargeting,Retargeting,50014,3047,42,"$5,785.82",1126.85,North West,CreativeC,6.0922941576358625,26.829761904761902,0.3698227765014768,22.530691406406206
93,02/01/23,Facebook,Facebook-Prospecting,Prospecting,17476,1488,209,"$9,017.86",3433.37,Northern Ireland,CreativeC,8.514534218356603,16.427607655502392,2.3073723118279568,196.46200503547723
94,02/01/23,Facebook,Facebook-Retargeting,Retargeting,65018,45,39,"$4,765.73",928.53,Wales,CreativeB,0.0692116029407241,23.808461538461536,20.634,14.281122150789011
95,02/01/23,Instagram,Instagram-Retargeting,Retargeting,43667,2059,76,"$2,229.87",2245.23,East Midlands,CreativeB,4.7152311814413626,29.5425,1.090446818844099,51.41708841917237
96,02/01/23,SnapChat,SnapChat-Retargeting,Retargeting,3882,2423,42,"$10,879.94",5222.2,East Midlands,CreativeC,62.41628026790315,124.33809523809524,2.1552620718118036,1345.2344152498713
97,02/01/23,Instagram,Instagram-Retargeting,Retargeting,52940,922,162,"$15,128.79",1018.15,London,CreativeA,1.7415942576501702,6.284876543209877,1.104284164859002,19.23214960332452
98,02/01/23,Instagram,Instagram-Retargeting,Retargeting,68777,1584,266,"$13,192.16",2920.16,North West,CreativeA,2.3030955115809064,10.978045112781954,1.8435353535353534,42.458379981679926
99,02/01/23,Instagram,Instagram-Retargeting,Retargeting,33518,2203,46,"$7,323.49",4626.94,North West,CreativeB,6.572587863237664,100.58565217391303,2.100290512936904,138.04343934602304
100,02/01/23,TikTok,TikTok-Prospecting,Prospecting,8416,2678,56,"$3,968.02",1694.06,Yorkshire and the Humber,CreativeC,31.820342205323193,30.25107142857143,0.6325840179238237,201.29039923954372
101,02/01/23,TikTok,TikTok-Retargeting,Retargeting,69782,188,54,"$4,474.92",1732.03,East Midlands,CreativeC,0.26941044968616545,32.07462962962963,9.212925531914893,24.82058410478347
102,02/01/23,Instagram,Instagram-Retargeting,Retargeting,52751,1511,34,"$15,869.24",4911.61,West Midlands,CreativeA,2.864400674868723,144.4591176470588,3.2505691594970214,93.10932494170726
103,02/01/23,SnapChat,SnapChat-Retargeting,Retargeting,26344,185,8,"$13,426.22",6869.57,North East,CreativeC,0.7022471910112359,858.69625,37.13281081081081,260.76412086243545
104,02/01/23,Facebook,Facebook-Prospecting,Prospecting,22855,820,125,"$6,480.98",5150.13,North East,CreativeA,3.5878363596587177,41.20104,6.280646341463415,225.33931306059944
105,02/01/23,SnapChat,SnapChat-Prospecting,Prospecting,62819,469,143,"$2,630.98",600.75,South West,CreativeA,0.7465894076632865,4.201048951048951,1.2809168443496801,9.56318948088954
106,02/01/23,YouTube,YouTube-Prospecting,Prospecting,20318,806,78,"$8,615.05",6369.38,North East,CreativeB,3.9669258785313515,81.65871794871795,7.902456575682383,313.48459494044687
107,02/01/23,TikTok,TikTok-Prospecting,Prospecting,17726,1787,60,"$1,120.30",1280.75,South East,CreativeB,10.081236601602166,21.345833333333335,0.7167039731393396,72.25262326526007
108,02/01/23,Facebook,Facebook-Retargeting,Retargeting,65363,157,122,"$8,604.70",1531.31,East of England,CreativeA,0.24019705337882286,12.55172131147541,9.753566878980891,23.42778024264492
109,02/01/23,Facebook,Facebook-Prospecting,Prospecting,30477,1711,49,"$2,828.40",3688.36,South West,CreativeC,5.614069626275552,75.27265306122449,2.155675043834015,121.02109787708764
110,02/01/23,YouTube,YouTube-Retargeting,Retargeting,87248,2827,187,"$3,659.81",4340.51,North West,CreativeA,3.2401888868512745,23.211283422459893,1.5353767244428724,49.749105996699065
111,02/01/23,YouTube,YouTube-Retargeting,Retargeting,86036,1776,161,"$9,437.75",2632.14,Northern Ireland,CreativeB,2.0642521735087636,16.348695652173912,1.4820608108108106,30.59347249988377
112,02/01/23,Instagram,Instagram-Retargeting,Retargeting,5696,1348,224,"$13,538.66",605.04,North East,CreativeA,23.665730337078653,2.7010714285714283,0.44884272997032637,106.22191011235954
113,02/01/23,TikTok,TikTok-Prospecting,Prospecting,58860,199,69,"$3,711.66",7128.18,Yorkshire and the Humber,CreativeA,0.3380903839619436,103.30695652173914,35.82,121.1039755351682
114,02/01/23,TikTok,TikTok-Retargeting,Retargeting,80770,40,26,"$6,255.10",1705.83,South West,CreativeA,0.04952333787297264,65.60884615384614,42.64575,21.119598860963226
115,02/01/23,SnapChat,SnapChat-Prospecting,Prospecting,5973,326,46,"$9,000.24",4364.98,North West,CreativeB,5.457893855683911,94.89086956521739,13.389509202453986,730.785200066968
116,02/01/23,Instagram,Instagram-Retargeting,Retargeting,102445,1309,232,"$11,776.93",3014.94,Scotland,CreativeB,1.2777587974034847,12.99543103448276,2.3032391138273494,29.429840402167017
117,02/01/23,Instagram,Instagram-Prospecting,Prospecting,35912,1958,119,"$13,700.63",1262.23,North West,CreativeA,5.45221652929383,10.606974789915967,0.6446527068437181,35.147861439073296
118,02/01/23,Instagram,Instagram-Prospecting,Prospecting,73693,161,49,"$9,348.81",1093.03,East Midlands,CreativeC,0.2184739391801121,22.30673469387755,6.789006211180124,14.832209300747696
119,02/01/23,Instagram,Instagram-Retargeting,Retargeting,11956,2393,190,"$3,869.86",3397.56,North East,CreativeB,20.01505520240883,17.881894736842106,1.4197910572503134,284.1719638675142
120,02/01/23,TikTok,TikTok-Retargeting,Retargeting,79165,2989,32,"$5,358.19",4322.14,North West,CreativeC,3.7756584349144195,135.066875,1.4460153897624626,54.59660203372703
121,03/01/23,TikTok,TikTok-Retargeting,Retargeting,24622,95,62,"$12,570.22",4292.32,South East,CreativeA,0.3858338071643246,69.23096774193547,45.182315789473684,174.32864917553405
122,03/01/23,YouTube,YouTube-Retargeting,Retargeting,9769,1776,202,"$10,145.63",8770.62,Scotland,CreativeB,18.17995700685843,43.41891089108911,4.938412162162162,897.8012079025489
123,03/01/23,YouTube,YouTube-Retargeting,Retargeting,74795,576,132,"$1,813.63",3694.08,West Midlands,CreativeB,0.7701049535396751,27.985454545454544,6.413333333333333,49.38939768701116
124,03/01/23,Instagram,Instagram-Prospecting,Prospecting,115518,1843,120,"$2,482.61",3658.01,North West,CreativeC,1.5954223584203329,30.483416666666667,1.9848128052088987,31.666147267092576
125,03/01/23,TikTok,TikTok-Prospecting,Prospecting,67255,943,26,"$11,873.86",4322.98,North West,CreativeB,1.402126235967586,166.2684615384615,4.584284199363732,64.2774514905955
126,03/01/23,TikTok,TikTok-Retargeting,Retargeting,16457,596,221,"$2,310.47",4399.47,London,CreativeA,3.6215592149237406,19.90710407239819,7.381661073825504,267.3312268335663
127,03/01/23,SnapChat,SnapChat-Prospecting,Prospecting,25616,2475,58,"$10,186.85",3972.74,Northern Ireland,CreativeC,9.661930043722673,68.4955172413793,1.6051474747474748,155.08822610868205
128,03/01/23,YouTube,YouTube-Prospecting,Prospecting,48361,2453,167,"$9,406.30",898.51,North West,CreativeA,5.072268977068299,5.380299401197605,0.3662902568283734,18.57922706312938
129,03/01/23,Facebook,Facebook-Retargeting,Retargeting,37444,65,168,"$6,986.28",1397.66,Yorkshire and the Humber,CreativeB,0.17359256489691272,8.319404761904762,21.50246153846154,37.32667450058755
130,03/01/23,YouTube,YouTube-Retargeting,Retargeting,32347,2088,48,"$6,394.21",729.86,West Midlands,CreativeA,6.455003555198319,15.205416666666666,0.34954980842911876,22.56345256128853
131,03/01/23,YouTube,YouTube-Prospecting,Prospecting,9986,3163,43,"$2,565.07",372.17,East of England,CreativeA,31.674344081714402,8.655116279069768,0.11766361049636422,37.26917684758662
132,03/01/23,SnapChat,SnapChat-Prospecting,Prospecting,3373,1274,17,"$10,210.33",1125.78,Yorkshire and the Humber,CreativeA,37.770530684850286,66.22235294117647,0.8836577708006279,333.7622294693152
133,03/01/23,Facebook,Facebook-Retargeting,Retargeting,35023,146,29,"$3,338.73",3841.36,Northern Ireland,CreativeC,0.41686891471318843,132.46068965517242,26.31068493150685,109.68106672757902
134,03/01/23,SnapChat,SnapChat-Retargeting,Retargeting,107019,2694,31,"$6,128.69",5135.15,West Midlands,CreativeB,2.51731001037199,165.64999999999998,1.9061432813659984,47.983535633859404
135,03/01/23,Facebook,Facebook-Prospecting,Prospecting,46971,396,53,"$7,300.18",7081.61,Yorkshire and the Humber,CreativeA,0.8430733857060739,133.61528301886793,17.882853535353533,150.7655787613634
136,03/01/23,Instagram,Instagram-Retargeting,Retargeting,102550,1346,45,"$12,478.71",6939.38,East of England,CreativeA,1.3125304729400293,154.20844444444444,5.15555720653789,67.66825938566554
137,03/01/23,Facebook,Facebook-Retargeting,Retargeting,45690,36,156,"$12,929.69",4789.54,East of England,CreativeC,0.07879185817465528,30.702179487179485,133.0427777777778,104.82687677828847
138,03/01/23,SnapChat,SnapChat-Retargeting,Retargeting,66035,165,24,"$10,353.62",7137.18,London,CreativeB,0.24986749451048687,297.3825,43.25563636363636,108.08177481638526
139,03/01/23,YouTube,YouTube-Prospecting,Prospecting,95964,3697,196,"$2,203.47",5476.41,East of England,CreativeB,3.8524863490475596,27.940867346938774,1.481311874492832,57.06733775165687
140,03/01/23,Facebook,Facebook-Prospecting,Prospecting,16564,1366,166,"$5,388.93",2300.1,North West,CreativeC,8.246800289785076,13.856024096385541,1.6838213762811127,138.86138613861385
141,03/01/23,Facebook,Facebook-Retargeting,Retargeting,20083,479,57,"$11,793.40",4067.05,South East,CreativeC,2.385101827416223,71.35175438596491,8.49070981210856,202.51207488920977
142,03/01/23,TikTok,TikTok-Prospecting,Prospecting,86911,369,63,"$1,877.83",7955.23,London,CreativeC,0.4245722635799841,126.27349206349206,21.558888888888887,91.53306255824924
143,03/01/23,YouTube,YouTube-Retargeting,Retargeting,77456,326,209,"$5,356.08",7151.55,Northern Ireland,CreativeA,0.4208841148523032,34.21794258373206,21.937269938650306,92.33048440404876
144,03/01/23,Instagram,Instagram-Prospecting,Prospecting,51750,2456,11,"$13,231.16",6089.64,North East,CreativeB,4.745893719806763,553.6036363636364,2.479495114006515,117.67420289855073
145,03/01/23,SnapChat,SnapChat-Prospecting,Prospecting,65837,79,13,"$5,331.22",5381.7,West Midlands,CreativeA,0.1199933168279235,413.9769230769231,68.12278481012657,81.74278900921973
